time	I(D)	I(L1)	I(a)
6.627097602657638e-003	8.226202e+001	-8.229565e+001	7.499177e-003
6.637097602657641e-003	8.310176e+001	-8.230543e+001	7.499177e-003
6.647097602657644e-003	8.393315e+001	-8.231511e+001	7.499177e-003
6.667097602657650e-003	8.557117e+001	-8.233418e+001	7.499177e-003
6.697097602657659e-003	8.796754e+001	-8.236209e+001	7.499177e-003
6.709954745514806e-003	8.897234e+001	-8.237379e+001	7.499177e-003
6.722811888371953e-003	8.996469e+001	-8.238535e+001	7.499177e-003
6.735669031229100e-003	9.094459e+001	-8.239676e+001	7.499177e-003
6.748526174086246e-003	9.191205e+001	-8.240803e+001	7.499176e-003
6.761383316943393e-003	9.286707e+001	-8.241915e+001	7.499176e-003
6.774240459800540e-003	9.380964e+001	-8.243013e+001	7.499176e-003
6.787097602657687e-003	9.473976e+001	-8.244096e+001	7.499176e-003
6.797097602657690e-003	9.214320e+001	-8.255293e+001	7.499175e-003
6.807097602657693e-003	8.626043e+001	-8.297475e+001	7.499171e-003
6.817097602657696e-003	8.374830e+001	-8.370330e+001	7.499164e-003
6.825669031229127e-003	8.445577e+001	-8.441078e+001	7.499156e-003
6.834240459800558e-003	8.515733e+001	-8.511234e+001	7.499149e-003
6.842811888371990e-003	8.585297e+001	-8.580798e+001	7.499142e-003
6.851383316943420e-003	8.654270e+001	-8.649771e+001	7.499135e-003
6.859954745514852e-003	8.722652e+001	-8.718153e+001	7.499129e-003
6.868526174086283e-003	8.790442e+001	-8.785942e+001	7.499122e-003
6.877097602657714e-003	8.857640e+001	-8.853140e+001	7.499115e-003
6.887097602657717e-003	6.683344e+001	-8.910098e+001	-2.230316e+001
6.897097602657720e-003	2.205592e+001	-8.904591e+001	-6.702184e+001
6.906817940733244e-003	4.500000e-002	-8.838838e+001	-8.837338e+001
7.000000000000090e-003	4.500000e-002	-8.051724e+001	-8.050224e+001
7.104064495460478e-003	4.500000e-002	-7.255623e+001	-7.254123e+001
7.114064495460482e-003	1.965943e+001	-7.202213e+001	-5.239474e+001
7.122399738581690e-003	5.402109e+001	-7.210139e+001	-1.811591e+001
7.130891750835360e-003	7.277157e+001	-7.272657e+001	7.499273e-003
7.144235353852516e-003	7.401563e+001	-7.397063e+001	7.499261e-003
7.154235353852519e-003	7.493684e+001	-7.489185e+001	7.499252e-003
7.164235353852522e-003	7.584953e+001	-7.580453e+001	7.499243e-003
7.176823003311038e-003	7.698741e+001	-7.694241e+001	7.499231e-003
7.181998302228064e-003	7.693289e+001	-7.737175e+001	7.499227e-003
7.184343251779884e-003	7.654945e+001	-7.749139e+001	7.499226e-003
7.186909801770072e-003	7.638766e+001	-7.753172e+001	7.499225e-003
7.194126030509417e-003	7.703617e+001	-7.757303e+001	7.499225e-003
7.201832288912857e-003	7.772313e+001	-7.761679e+001	7.499225e-003
7.211832288912860e-003	7.860756e+001	-7.767313e+001	7.499224e-003
7.231832288912866e-003	8.035110e+001	-7.778418e+001	7.499223e-003
7.261832288912876e-003	8.290186e+001	-7.794665e+001	7.499221e-003
7.286118003198597e-003	8.490860e+001	-7.807446e+001	7.499220e-003
7.310403717484319e-003	8.686992e+001	-7.819939e+001	7.499218e-003
7.334689431770041e-003	8.878580e+001	-7.832142e+001	7.499217e-003
7.358975146055762e-003	9.065625e+001	-7.844055e+001	7.499216e-003
7.383260860341484e-003	9.248128e+001	-7.855680e+001	7.499215e-003
7.407546574627206e-003	9.426087e+001	-7.867015e+001	7.499214e-003
7.431832288912928e-003	9.599503e+001	-7.878061e+001	7.499213e-003
7.441832288912931e-003	7.236034e+001	-7.872174e+001	7.499213e-003
7.451832288912934e-003	2.420870e+001	-7.835251e+001	7.499217e-003
7.461832288912937e-003	4.500000e-002	-7.767602e+001	7.499224e-003
7.500000000000090e-003	4.500000e-002	-7.476337e+001	7.499253e-003
7.535000000000097e-003	4.500000e-002	-7.219205e+001	7.499279e-003
7.545000000000100e-003	2.201583e+001	-7.157690e+001	7.499285e-003
7.555000000000103e-003	6.615331e+001	-7.127881e+001	7.499288e-003
7.565000000000106e-003	8.870968e+001	-7.129463e+001	7.499288e-003
7.603571428571547e-003	9.164882e+001	-7.174681e+001	7.499283e-003
7.642142857142987e-003	9.448642e+001	-7.218336e+001	7.499279e-003
7.680714285714428e-003	9.722246e+001	-7.260429e+001	7.499275e-003
7.719285714285868e-003	9.985695e+001	-7.300960e+001	7.499270e-003
7.757857142857308e-003	1.023899e+002	-7.339928e+001	7.499267e-003
7.796428571428749e-003	1.048213e+002	-7.377334e+001	7.499263e-003
7.835000000000189e-003	1.071511e+002	-7.413177e+001	7.499259e-003
7.845000000000192e-003	8.067165e+001	-7.411919e+001	-1.846528e+001
7.855000000000195e-003	2.696988e+001	-7.379578e+001	-5.522689e+001
7.865000000000198e-003	4.500000e-002	-7.316466e+001	-7.314966e+001
8.000160187482328e-003	4.500000e-002	-6.390746e+001	-6.389246e+001
8.130251998900898e-003	4.500000e-002	-5.610818e+001	-5.609317e+001
8.140251998900901e-003	6.495675e+000	-5.544587e+001	-5.543087e+001
8.150251998900904e-003	1.974739e+001	-5.447921e+001	-5.446421e+001
8.160251998900907e-003	4.031153e+001	-5.341853e+001	-4.023589e+001
8.170251998900910e-003	6.770068e+001	-5.288665e+001	-1.329258e+001
8.180251998900913e-003	8.175128e+001	-5.298195e+001	7.499471e-003
8.215966284615210e-003	8.472142e+001	-5.404246e+001	7.499460e-003
8.251680570329507e-003	8.759579e+001	-5.506876e+001	7.499450e-003
8.287394856043804e-003	9.037439e+001	-5.606087e+001	7.499440e-003
8.323109141758099e-003	9.305721e+001	-5.701879e+001	7.499430e-003
8.358823427472396e-003	9.564426e+001	-5.794251e+001	7.499421e-003
8.394537713186693e-003	9.813553e+001	-5.883203e+001	7.499412e-003
8.430251998900989e-003	1.005310e+002	-5.968736e+001	7.499404e-003
8.440251998900993e-003	7.573969e+001	-5.981859e+001	7.499402e-003
8.450251998900996e-003	2.533138e+001	-5.963758e+001	7.499404e-003
8.460251998900999e-003	4.500000e-002	-5.914743e+001	7.499409e-003
8.500000000000098e-003	4.500000e-002	-5.683960e+001	7.499432e-003
8.534622001648742e-003	4.500000e-002	-5.490549e+001	7.499452e-003
8.544622001648745e-003	2.299093e+001	-5.446246e+001	7.499456e-003
8.554622001648748e-003	6.906892e+001	-5.433477e+001	7.499457e-003
8.564622001648752e-003	9.257137e+001	-5.451931e+001	7.499455e-003
8.597479144505904e-003	9.495987e+001	-5.544718e+001	7.499446e-003
8.630336287363058e-003	9.727694e+001	-5.634730e+001	7.499437e-003
8.663193430220210e-003	9.952260e+001	-5.721968e+001	7.499429e-003
8.696050573077364e-003	1.016968e+002	-5.806432e+001	7.499420e-003
8.728907715934516e-003	1.037997e+002	-5.888121e+001	7.499412e-003
8.761764858791670e-003	1.058310e+002	-5.967036e+001	7.499404e-003
8.794622001648822e-003	1.077910e+002	-6.043176e+001	7.499396e-003
8.804622001648825e-003	9.325898e+001	-6.045194e+001	-1.500458e+001
8.814622001648828e-003	6.375403e+001	-5.985003e+001	-4.467195e+001
8.824622001648831e-003	4.966045e+001	-5.863222e+001	-5.861722e+001
8.874622001648846e-003	5.536744e+001	-5.170663e+001	-5.169163e+001
8.884622001648850e-003	4.209267e+001	-5.046626e+001	-5.045126e+001
8.894622001648853e-003	1.415318e+001	-4.954919e+001	-4.953418e+001
8.904622001648856e-003	4.500000e-002	-4.895218e+001	-4.893718e+001
9.000000000000098e-003	4.500000e-002	-4.449499e+001	-4.447999e+001
9.085000000000121e-003	4.500000e-002	-4.086790e+001	-4.085289e+001
9.095000000000124e-003	1.173637e+001	-4.035733e+001	-4.034233e+001
9.105000000000127e-003	3.541728e+001	-3.954091e+001	-3.952591e+001
9.115000000000130e-003	4.800023e+001	-3.842167e+001	-3.840667e+001
9.126428571428705e-003	4.934842e+001	-3.703825e+001	-3.702324e+001
9.137857142857279e-003	5.068171e+001	-3.567012e+001	-3.565512e+001
9.149285714285855e-003	5.200009e+001	-3.431728e+001	-3.430228e+001
9.160714285714430e-003	5.330357e+001	-3.297975e+001	-3.296475e+001
9.172142857143005e-003	5.459214e+001	-3.165750e+001	-3.164250e+001
9.183571428571579e-003	5.586581e+001	-3.035055e+001	-3.033555e+001
9.195000000000154e-003	5.712457e+001	-2.905890e+001	-2.904390e+001
9.205000000000158e-003	6.502582e+001	-2.814768e+001	-2.121969e+001
9.215000000000161e-003	7.965960e+001	-2.786741e+001	-6.975024e+000
9.225000000000164e-003	8.733646e+001	-2.821183e+001	7.499719e-003
9.253571428571600e-003	8.956635e+001	-2.976096e+001	7.499703e-003
9.282142857143039e-003	9.173755e+001	-3.126933e+001	7.499688e-003
9.310714285714476e-003	9.385007e+001	-3.273693e+001	7.499673e-003
9.339285714285913e-003	9.590392e+001	-3.416377e+001	7.499659e-003
9.367857142857350e-003	9.789908e+001	-3.554984e+001	7.499645e-003
9.396428571428788e-003	9.983557e+001	-3.689515e+001	7.499632e-003
9.425000000000225e-003	1.017134e+002	-3.819969e+001	7.499618e-003
9.435000000000228e-003	7.662053e+001	-3.854488e+001	7.499615e-003
9.445000000000231e-003	2.562402e+001	-3.857568e+001	7.499615e-003
9.455000000000234e-003	4.500000e-002	-3.829523e+001	7.499618e-003
9.499999999999800e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000000099e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000000945e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000001549e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000003950e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000007156e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000022893e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000038630e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000054368e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000070105e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000085843e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000101580e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000117317e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000542160e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000000967001e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000001391843e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000001816684e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000002241526e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000002666367e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000003091209e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000005962551e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000008013508e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000010474657e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000040008458e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000069542259e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000099076060e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000128609862e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000158143663e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000187677464e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.500000217211264e-003	4.500000e-002	-3.660812e+001	7.499634e-003
9.553763755857321e-003	4.500000e-002	-3.469152e+001	7.499654e-003
9.563763755857324e-003	2.269728e+001	-3.444975e+001	7.499656e-003
9.573763755857327e-003	6.819090e+001	-3.452133e+001	7.499656e-003
9.583763755857330e-003	9.140844e+001	-3.490314e+001	7.499652e-003
9.606620898714479e-003	9.310666e+001	-3.599569e+001	7.499641e-003
9.629478041571630e-003	9.476855e+001	-3.706486e+001	7.499630e-003
9.652335184428779e-003	9.639410e+001	-3.811065e+001	7.499619e-003
9.675192327285930e-003	9.798332e+001	-3.913307e+001	7.499609e-003
9.698049470143079e-003	9.953621e+001	-4.013212e+001	7.499599e-003
9.720906613000230e-003	1.010528e+002	-4.110779e+001	7.499589e-003
9.743763755857379e-003	1.025330e+002	-4.206009e+001	7.499580e-003
9.753763755857382e-003	9.255510e+001	-4.226319e+001	-1.050278e+001
9.763763755857385e-003	7.206075e+001	-4.184238e+001	-3.121138e+001
9.773763755857388e-003	6.238626e+001	-4.080387e+001	-4.078888e+001
9.792335184428822e-003	6.430351e+001	-3.852112e+001	-3.850612e+001
9.810906613000258e-003	6.618702e+001	-3.627854e+001	-3.626354e+001
9.829478041571691e-003	6.803679e+001	-3.407613e+001	-3.406113e+001
9.848049470143125e-003	6.985283e+001	-3.191389e+001	-3.189889e+001
9.866620898714559e-003	7.163512e+001	-2.979182e+001	-2.977682e+001
9.885192327285994e-003	7.338368e+001	-2.770992e+001	-2.769492e+001
9.903763755857428e-003	7.509850e+001	-2.566819e+001	-2.565319e+001
9.913763755857431e-003	5.679237e+001	-2.468708e+001	-2.467208e+001
9.923763755857434e-003	1.903671e+001	-2.402668e+001	-2.401168e+001
9.933763755857437e-003	4.500000e-002	-2.368381e+001	-2.366880e+001
1.000000000000010e-002	4.500000e-002	-2.216436e+001	-2.214936e+001
1.005500000000011e-002	4.500000e-002	-2.097799e+001	-2.096299e+001
1.006500000000012e-002	1.659240e+001	-2.066547e+001	-2.065047e+001
1.007500000000012e-002	4.993704e+001	-2.004512e+001	-2.003012e+001
1.008500000000012e-002	6.723145e+001	-1.911999e+001	-1.910499e+001
1.010928571428584e-002	6.961375e+001	-1.666509e+001	-1.665009e+001
1.013357142857157e-002	7.194221e+001	-1.426566e+001	-1.425066e+001
1.015785714285729e-002	7.421684e+001	-1.192171e+001	-1.190670e+001
1.018214285714301e-002	7.643763e+001	-9.633229e+000	-9.618228e+000
1.020642857142873e-002	7.860458e+001	-7.400230e+000	-7.385229e+000
1.023071428571445e-002	8.071770e+001	-5.222708e+000	-5.207708e+000
1.025500000000017e-002	8.277698e+001	-3.100663e+000	-3.085663e+000
1.026018814308775e-002	8.392569e+001	-2.744353e+000	-1.971685e+000
1.026402027878875e-002	8.536663e+001	-2.724862e+000	-6.791560e-001
1.026815942266486e-002	8.634687e+001	-2.975169e+000	7.499971e-003
1.028588042119671e-002	8.775567e+001	-4.384828e+000	7.499957e-003
1.030360141972856e-002	8.914091e+001	-5.770916e+000	7.499943e-003
1.032132241826041e-002	9.050260e+001	-7.133432e+000	7.499929e-003
1.033904341679226e-002	9.184073e+001	-8.472376e+000	7.499916e-003
1.035676441532411e-002	9.315530e+001	-9.787748e+000	7.499903e-003
1.037448541385596e-002	9.444632e+001	-1.107955e+001	7.499890e-003
1.039220641238781e-002	9.571378e+001	-1.234778e+001	7.499877e-003
1.040220641238782e-002	7.215081e+001	-1.295037e+001	7.499871e-003
1.041220641238782e-002	2.413909e+001	-1.323602e+001	7.499868e-003
1.042220641238782e-002	4.500000e-002	-1.320788e+001	7.499869e-003
1.050000000000010e-002	4.500000e-002	-1.221839e+001	7.499878e-003
1.057500000000012e-002	4.500000e-002	-1.133525e+001	7.499887e-003
1.058500000000012e-002	2.029161e+001	-1.132603e+001	7.499888e-003
1.059500000000013e-002	6.099782e+001	-1.162785e+001	7.499884e-003
1.060500000000013e-002	8.188130e+001	-1.223761e+001	7.499878e-003
1.061785714285727e-002	8.296387e+001	-1.314539e+001	7.499869e-003
1.063071428571442e-002	8.403303e+001	-1.404191e+001	7.499860e-003
1.064357142857157e-002	8.508878e+001	-1.492720e+001	7.499851e-003
1.065642857142872e-002	8.613112e+001	-1.580124e+001	7.499843e-003
1.066928571428586e-002	8.716005e+001	-1.666404e+001	7.499834e-003
1.068214285714301e-002	8.817558e+001	-1.751559e+001	7.499825e-003
1.069500000000016e-002	8.917770e+001	-1.835590e+001	7.499817e-003
1.070500000000016e-002	8.514126e+001	-1.879502e+001	-4.694303e+000
1.071500000000016e-002	7.633768e+001	-1.860789e+001	-1.384378e+001
1.072500000000017e-002	7.242909e+001	-1.780072e+001	-1.778572e+001
1.075214285714303e-002	7.494813e+001	-1.509692e+001	-1.508192e+001
1.077928571428590e-002	7.740395e+001	-1.246099e+001	-1.244599e+001
1.080642857142876e-002	7.979653e+001	-9.892917e+000	-9.877916e+000
1.083357142857163e-002	8.212589e+001	-7.392712e+000	-7.377711e+000
1.086071428571449e-002	8.439202e+001	-4.960372e+000	-4.945371e+000
1.088785714285736e-002	8.659493e+001	-2.595896e+000	-2.580895e+000
1.091500000000022e-002	8.873460e+001	-2.992845e-001	-2.842844e-001
1.092500000000023e-002	8.950990e+001	5.328801e-001	5.478801e-001
1.093500000000023e-002	9.027834e+001	1.357673e+000	1.372673e+000
1.094052890892283e-002	6.687237e+001	1.755465e+000	1.770465e+000
1.094556200422991e-002	2.264638e+001	1.958470e+000	1.973470e+000
1.095056741801142e-002	4.500000e-002	2.000834e+000	2.015834e+000
1.100000000000010e-002	4.500000e-002	1.904261e+000	1.919261e+000
1.104988172309636e-002	4.500000e-002	1.811571e+000	1.826571e+000
1.105607421953200e-002	2.211090e+001	1.859058e+000	1.874058e+000
1.106126751465051e-002	6.097554e+001	2.060634e+000	2.075634e+000
1.106647994267974e-002	8.163147e+001	2.429177e+000	2.444177e+000
1.109929710180157e-002	8.436900e+001	5.033949e+000	5.048949e+000
1.113211426092340e-002	8.702490e+001	7.561055e+000	7.576055e+000
1.116493142004524e-002	8.959918e+001	1.001050e+001	1.002549e+001
1.119774857916707e-002	9.209183e+001	1.238227e+001	1.239727e+001
1.123056573828890e-002	9.450286e+001	1.467638e+001	1.469138e+001
1.126338289741074e-002	9.683227e+001	1.689282e+001	1.690782e+001
1.129620005653257e-002	9.908005e+001	1.903160e+001	1.904660e+001
1.130620005653257e-002	9.477944e+001	1.946399e+001	1.460787e+001
1.131620005653258e-002	8.554876e+001	1.927019e+001	4.927595e+000
1.132620005653258e-002	8.138288e+001	1.845643e+001	7.500185e-003
1.136620005653259e-002	8.472652e+001	1.446474e+001	7.500145e-003
1.137620005653259e-002	6.396527e+001	1.359518e+001	7.500136e-003
1.138620005653260e-002	2.141969e+001	1.304522e+001	7.500131e-003
1.139620005653260e-002	4.500000e-002	1.281168e+001	7.500129e-003
1.150000000000010e-002	4.500000e-002	1.154742e+001	7.500116e-003
1.161488070100353e-002	4.500000e-002	1.029367e+001	7.500104e-003
1.162488070100353e-002	1.691380e+001	1.008753e+001	7.500101e-003
1.163488070100353e-002	5.089802e+001	9.572499e+000	7.500096e-003
1.164488070100354e-002	6.850426e+001	8.751651e+000	7.500088e-003
1.165488070100354e-002	6.948099e+001	7.835327e+000	7.500079e-003
1.166488070100354e-002	7.229317e+001	7.108915e+000	1.944896e+000
1.167263605399318e-002	7.606918e+001	7.035625e+000	5.292911e+000
1.168061260888804e-002	7.844933e+001	7.478716e+000	7.493716e+000
1.171698483902130e-002	8.159015e+001	1.017943e+001	1.019443e+001
1.175335706915455e-002	8.462810e+001	1.279168e+001	1.280668e+001
1.178972929928781e-002	8.756317e+001	1.531548e+001	1.533048e+001
1.182610152942107e-002	9.039538e+001	1.775082e+001	1.776582e+001
1.186247375955433e-002	9.312471e+001	2.009771e+001	2.011271e+001
1.189884598968759e-002	9.575117e+001	2.235614e+001	2.237114e+001
1.193521821982085e-002	9.827477e+001	2.452611e+001	2.454111e+001
1.194521821982085e-002	7.405875e+001	2.500744e+001	2.502244e+001
1.195521821982085e-002	2.477294e+001	2.517304e+001	2.518804e+001
1.196521821982086e-002	4.500000e-002	2.502604e+001	2.504104e+001
1.200000000000010e-002	4.500000e-002	2.416939e+001	2.418439e+001
1.203070555666892e-002	4.500000e-002	2.343863e+001	2.345363e+001
1.204070555666893e-002	2.269145e+001	2.330891e+001	2.332391e+001
1.205070555666893e-002	6.817345e+001	2.349142e+001	2.350641e+001
1.206070555666893e-002	9.138533e+001	2.398305e+001	2.399805e+001
1.209784841381180e-002	9.412098e+001	2.613966e+001	2.615466e+001
1.213499127095467e-002	9.676525e+001	2.822423e+001	2.823923e+001
1.217213412809754e-002	9.931815e+001	3.023676e+001	3.025176e+001
1.220927698524041e-002	1.017797e+002	3.217725e+001	3.219225e+001
1.224641984238327e-002	1.041498e+002	3.404571e+001	3.406071e+001
1.228356269952614e-002	1.064286e+002	3.584213e+001	3.585713e+001
1.232070555666901e-002	1.086159e+002	3.756652e+001	3.758152e+001
1.233070555666901e-002	9.148495e+001	3.812531e+001	3.814030e+001
1.234070555666902e-002	5.681620e+001	3.898947e+001	3.900447e+001
1.235070555666902e-002	4.020098e+001	4.015598e+001	4.017098e+001
1.236070555666902e-002	3.079361e+001	4.120723e+001	3.076174e+001
1.237070555666903e-002	1.039941e+001	4.162612e+001	1.036379e+001
1.238070555666903e-002	4.500000e-002	4.141895e+001	7.500415e-003
1.250000000000010e-002	4.500000e-002	3.675736e+001	7.500368e-003
1.261394166499669e-002	4.500000e-002	3.279728e+001	7.500329e-003
1.262394166499669e-002	8.288947e+000	3.267802e+001	8.253323e+000
1.263394166499669e-002	2.510935e+001	3.318183e+001	2.507748e+001
1.264394166499670e-002	3.434752e+001	3.430252e+001	3.431752e+001
1.266394166499670e-002	3.696805e+001	3.692305e+001	3.693805e+001
1.267394166499671e-002	4.936063e+001	3.811014e+001	3.812514e+001
1.268394166499671e-002	7.273167e+001	3.897446e+001	3.898946e+001
1.269394166499671e-002	8.476816e+001	3.951923e+001	3.953423e+001
1.272822737928244e-002	8.752067e+001	4.099109e+001	4.100609e+001
1.276251309356816e-002	9.018764e+001	4.241721e+001	4.243221e+001
1.279679880785388e-002	9.276907e+001	4.379759e+001	4.381258e+001
1.283108452213961e-002	9.526495e+001	4.513222e+001	4.514722e+001
1.286537023642534e-002	9.767529e+001	4.642111e+001	4.643611e+001
1.289965595071106e-002	1.000001e+002	4.766426e+001	4.767926e+001
1.293394166499678e-002	1.022393e+002	4.886166e+001	4.887666e+001
1.294394166499679e-002	7.701238e+001	4.910069e+001	4.911569e+001
1.295394166499679e-002	2.575420e+001	4.902640e+001	4.904140e+001
1.296394166499679e-002	4.500000e-002	4.864190e+001	4.865689e+001
1.300000000000010e-002	4.500000e-002	4.691688e+001	4.693188e+001
1.304500000000011e-002	4.500000e-002	4.485221e+001	4.486721e+001
1.305500000000012e-002	2.321383e+001	4.450927e+001	4.452427e+001
1.306500000000012e-002	6.973540e+001	4.448069e+001	4.449569e+001
1.307500000000012e-002	9.345412e+001	4.476334e+001	4.477834e+001
1.310357142857156e-002	9.551189e+001	4.584684e+001	4.586184e+001
1.313214285714300e-002	9.751552e+001	4.690182e+001	4.691682e+001
1.316071428571443e-002	9.946499e+001	4.792830e+001	4.794330e+001
1.318928571428587e-002	1.013603e+002	4.892627e+001	4.894126e+001
1.321785714285731e-002	1.032015e+002	4.989572e+001	4.991072e+001
1.324642857142875e-002	1.049885e+002	5.083666e+001	5.085166e+001
1.327500000000018e-002	1.067214e+002	5.174908e+001	5.176408e+001
1.328500000000019e-002	9.354882e+001	5.216666e+001	5.218166e+001
1.329500000000019e-002	6.673859e+001	5.289102e+001	5.290602e+001
1.330500000000019e-002	5.396411e+001	5.391911e+001	5.393411e+001
1.338500000000022e-002	6.262963e+001	6.258464e+001	6.259963e+001
1.339500000000022e-002	4.750303e+001	6.341256e+001	4.747115e+001
1.340500000000022e-002	1.595061e+001	6.361036e+001	1.591498e+001
1.341500000000023e-002	4.500000e-002	6.318430e+001	7.500632e-003
1.349999999999980e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000000070e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000000166e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000000262e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000000358e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000000455e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000000551e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000000647e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000000743e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000001865e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000005711e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000012520e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000013130e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000013162e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000013193e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000013225e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000013256e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000013287e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000013319e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000013350e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000013590e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000013911e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000014392e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000014873e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000015353e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000015834e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000016315e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000016796e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000017276e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000021763e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000025700e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000029637e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000033574e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000037512e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000041449e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000045386e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000049323e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000050605e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000054450e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000058296e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000062141e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000065987e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000069832e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000073678e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000077523e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000095469e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000121106e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000122708e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000123269e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000125191e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000128156e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000131120e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000134084e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000137048e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000140012e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000142977e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000145941e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000151068e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000156196e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000161323e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000166451e-002	4.500000e-002	5.803077e+001	7.500581e-003
1.350000000171578e-002	4.500000e-002	5.803077e+001	7.500581e-003
